fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
37.5;31.5;51.5;24.5;49.5;32.5;51.5;316.5;46.5;39.5;4.5;6.0
54.5;57.5;26.5;21.5;42.5;6.5;29.5;266.5;21.5;21.5;12.5;5.0
46.5;8.5;26.5;15.5;43.5;2.5;24.5;319.5;53.5;51.5;24.5;6.0
74.5;25.5;51.5;26.5;63.5;12.5;38.5;346.5;28.5;25.5;24.5;5.0
74.5;25.5;51.5;26.5;63.5;12.5;38.5;346.5;28.5;25.5;24.5;5.0
58.5;13.5;26.5;15.5;37.5;15.5;29.5;143.5;34.5;30.5;51.5;6.0
55.5;37.5;26.5;26.5;66.5;13.5;28.5;337.5;40.5;20.5;21.5;6.0
46.5;8.5;26.5;15.5;43.5;2.5;24.5;319.5;53.5;51.5;24.5;6.0
54.5;57.5;26.5;21.5;42.5;6.5;29.5;266.5;21.5;21.5;12.5;5.0
36.5;94.5;26.5;15.5;49.5;5.5;9.5;251.5;49.5;41.5;29.5;6.0
84.5;21.5;51.5;61.5;31.5;5.5;31.5;350.5;32.5;30.5;43.5;7.0
67.5;39.5;75.5;55.5;64.5;5.5;13.5;331.5;34.5;26.5;35.5;5.0
47.5;50.5;26.5;33.5;65.5;20.5;43.5;316.5;38.5;31.5;16.5;5.0
50.5;35.5;51.5;66.5;29.5;5.5;13.5;316.5;33.5;37.5;33.5;6.0
48.5;73.5;26.5;15.5;35.5;5.5;16.5;211.5;24.5;23.5;19.5;5.0
67.5;62.5;26.5;22.5;50.5;16.5;49.5;326.5;18.5;36.5;33.5;6.0
91.5;17.5;75.5;11.5;40.5;6.5;11.5;348.5;3.5;43.5;2.5;6.0
46.5;36.5;51.5;24.5;59.5;38.5;101.5;297.5;20.5;23.5;8.5;5.0
30.5;45.5;26.5;13.5;43.5;10.5;24.5;301.5;57.5;42.5;13.5;6.0
61.5;17.5;51.5;22.5;32.5;6.5;17.5;314.5;38.5;50.5;29.5;6.0
79.5;21.5;51.5;24.5;44.5;27.5;65.5;329.5;24.5;39.5;25.5;6.0
45.5;42.5;51.5;12.5;100.5;6.5;21.5;272.5;39.5;25.5;12.5;6.0
23.5;40.5;3.5;15.5;39.5;9.5;21.5;155.5;45.5;20.5;13.5;6.0
49.5;32.5;26.5;27.5;57.5;14.5;41.5;292.5;31.5;37.5;21.5;6.0
50.5;35.5;26.5;26.5;57.5;14.5;40.5;292.5;24.5;38.5;21.5;6.0
5.5;121.5;26.5;7.5;15.5;32.5;92.5;29.5;83.5;26.5;38.5;5.0
92.5;60.5;51.5;44.5;60.5;10.5;19.5;358.5;6.5;38.5;34.5;5.0
92.5;60.5;51.5;44.5;60.5;10.5;19.5;358.5;6.5;38.5;34.5;5.0
64.5;42.5;51.5;49.5;79.5;10.5;13.5;342.5;19.5;20.5;40.5;6.0
93.5;60.5;51.5;44.5;60.5;10.5;19.5;358.5;6.5;38.5;34.5;5.0
64.5;42.5;51.5;49.5;79.5;10.5;13.5;342.5;19.5;20.5;40.5;6.0
85.5;36.5;51.5;46.5;50.5;6.5;43.5;353.5;42.5;32.5;50.5;6.0
82.5;51.5;51.5;27.5;40.5;5.5;15.5;329.5;26.5;21.5;37.5;5.0
45.5;33.5;51.5;21.5;43.5;26.5;108.5;284.5;35.5;22.5;9.5;5.0
45.5;43.5;51.5;28.5;59.5;42.5;103.5;297.5;20.5;25.5;9.5;5.0
31.5;15.5;51.5;26.5;57.5;25.5;56.5;244.5;43.5;25.5;22.5;6.0
85.5;36.5;51.5;46.5;50.5;6.5;43.5;353.5;42.5;32.5;50.5;6.0
82.5;51.5;51.5;27.5;40.5;5.5;15.5;329.5;26.5;21.5;37.5;5.0
42.5;70.5;26.5;22.5;112.5;5.5;11.5;321.5;44.5;24.5;6.5;6.0
42.5;70.5;26.5;22.5;112.5;5.5;11.5;321.5;44.5;24.5;6.5;6.0
53.5;39.5;51.5;24.5;114.5;5.5;16.5;319.5;43.5;43.5;29.5;6.0
17.5;22.5;26.5;17.5;60.5;19.5;38.5;80.5;69.5;21.5;40.5;6.0
70.5;21.5;51.5;33.5;35.5;10.5;33.5;345.5;44.5;55.5;33.5;6.0
17.5;22.5;26.5;17.5;60.5;19.5;38.5;80.5;69.5;21.5;40.5;6.0
57.5;10.5;51.5;21.5;40.5;10.5;24.5;284.5;26.5;25.5;25.5;5.0
60.5;50.5;51.5;15.5;35.5;14.5;43.5;321.5;42.5;20.5;16.5;4.0
61.5;20.5;51.5;32.5;43.5;20.5;74.5;323.5;31.5;34.5;21.5;6.0
78.5;13.5;51.5;31.5;44.5;28.5;42.5;326.5;32.5;44.5;23.5;6.0
54.5;39.5;26.5;19.5;67.5;6.5;10.5;284.5;46.5;16.5;21.5;4.0
43.5;33.5;51.5;27.5;48.5;18.5;104.5;297.5;42.5;24.5;13.5;5.0
43.5;36.5;51.5;28.5;50.5;17.5;103.5;297.5;41.5;24.5;18.5;5.0
61.5;17.5;51.5;17.5;28.5;18.5;36.5;276.5;26.5;15.5;18.5;6.0
78.5;39.5;51.5;17.5;54.5;5.5;10.5;342.5;31.5;8.5;16.5;5.0
78.5;39.5;51.5;17.5;54.5;5.5;10.5;342.5;31.5;8.5;16.5;5.0
72.5;38.5;51.5;17.5;48.5;5.5;11.5;337.5;31.5;7.5;9.5;5.0
75.5;14.5;51.5;12.5;39.5;10.5;17.5;276.5;10.5;30.5;19.5;7.0
73.5;19.5;51.5;34.5;58.5;52.5;76.5;342.5;42.5;40.5;29.5;7.0
31.5;40.5;26.5;21.5;56.5;8.5;34.5;292.5;59.5;30.5;16.5;6.0
66.5;17.5;51.5;26.5;59.5;16.5;43.5;311.5;24.5;66.5;28.5;7.0
28.5;76.5;26.5;12.5;72.5;18.5;97.5;218.5;38.5;23.5;11.5;5.0
5.5;31.5;26.5;13.5;25.5;19.5;46.5;8.5;82.5;38.5;61.5;8.0
57.5;15.5;51.5;24.5;24.5;5.5;9.5;276.5;17.5;38.5;26.5;7.0
45.5;34.5;51.5;24.5;49.5;21.5;71.5;314.5;47.5;21.5;17.5;5.0
21.5;26.5;51.5;9.5;35.5;23.5;111.5;11.5;24.5;14.5;38.5;6.0
45.5;34.5;51.5;24.5;49.5;21.5;71.5;314.5;47.5;21.5;17.5;5.0
54.5;38.5;60.5;35.5;59.5;9.5;39.5;346.5;41.5;22.5;6.5;5.0
34.5;74.5;19.5;24.5;61.5;20.5;34.5;284.5;52.5;17.5;13.5;5.0
44.5;51.5;43.5;71.5;51.5;30.5;102.5;336.5;39.5;21.5;11.5;5.0
79.5;28.5;53.5;13.5;24.5;6.5;20.5;329.5;16.5;24.5;11.5;6.0
74.5;48.5;60.5;12.5;36.5;5.5;14.5;292.5;21.5;27.5;21.5;6.0
40.5;49.5;20.5;15.5;43.5;5.5;26.5;218.5;32.5;12.5;18.5;6.0
82.5;50.5;47.5;19.5;47.5;11.5;18.5;337.5;12.5;34.5;11.5;6.0
37.5;109.5;29.5;15.5;53.5;7.5;19.5;180.5;38.5;11.5;21.5;4.0
86.5;35.5;54.5;17.5;36.5;12.5;31.5;347.5;22.5;20.5;6.5;6.0
32.5;96.5;2.5;24.5;46.5;6.5;10.5;272.5;42.5;16.5;11.5;5.0
86.5;35.5;54.5;17.5;36.5;12.5;31.5;347.5;22.5;20.5;6.5;6.0
38.5;48.5;15.5;28.5;61.5;14.5;59.5;305.5;29.5;26.5;8.5;6.0
38.5;51.5;15.5;24.5;50.5;6.5;20.5;305.5;43.5;23.5;9.5;6.0
49.5;29.5;50.5;49.5;37.5;10.5;16.5;258.5;46.5;43.5;45.5;7.0
43.5;37.5;43.5;33.5;57.5;26.5;48.5;297.5;43.5;17.5;26.5;6.0
56.5;61.5;39.5;54.5;73.5;11.5;61.5;356.5;44.5;28.5;25.5;6.0
18.5;22.5;21.5;32.5;40.5;15.5;35.5;143.5;68.5;16.5;50.5;6.0
43.5;10.5;56.5;22.5;48.5;25.5;53.5;301.5;51.5;18.5;9.5;5.0
86.5;25.5;57.5;26.5;46.5;5.5;12.5;347.5;10.5;18.5;12.5;5.0
30.5;59.5;2.5;21.5;42.5;18.5;25.5;203.5;44.5;24.5;21.5;6.0
37.5;26.5;40.5;6.5;23.5;10.5;25.5;180.5;38.5;38.5;18.5;5.0
47.5;81.5;20.5;17.5;95.5;10.5;98.5;231.5;4.5;85.5;23.5;6.0
51.5;51.5;52.5;19.5;44.5;28.5;67.5;333.5;62.5;21.5;17.5;5.0
51.5;51.5;52.5;19.5;44.5;28.5;67.5;333.5;62.5;21.5;17.5;5.0
70.5;17.5;53.5;17.5;44.5;14.5;24.5;297.5;15.5;57.5;18.5;6.0
69.5;35.5;52.5;26.5;82.5;4.5;13.5;347.5;25.5;34.5;23.5;5.0
68.5;24.5;43.5;19.5;53.5;6.5;12.5;316.5;21.5;44.5;11.5;5.0
38.5;43.5;26.5;34.5;41.5;16.5;104.5;276.5;39.5;25.5;12.5;5.0
37.5;46.5;25.5;34.5;43.5;14.5;99.5;276.5;40.5;26.5;12.5;5.0
55.5;48.5;24.5;12.5;45.5;9.5;28.5;266.5;25.5;19.5;13.5;5.0
34.5;40.5;27.5;28.5;42.5;21.5;41.5;266.5;61.5;60.5;44.5;6.0
23.5;68.5;2.5;59.5;84.5;21.5;54.5;333.5;58.5;36.5;23.5;5.0
23.5;68.5;2.5;59.5;84.5;21.5;54.5;333.5;58.5;36.5;23.5;5.0
43.5;51.5;31.5;17.5;63.5;5.5;11.5;316.5;48.5;13.5;8.5;5.0
43.5;51.5;31.5;17.5;63.5;5.5;11.5;316.5;48.5;13.5;8.5;5.0
42.5;43.5;28.5;22.5;62.5;7.5;27.5;276.5;39.5;24.5;11.5;6.0
31.5;67.5;25.5;19.5;74.5;20.5;80.5;194.5;33.5;25.5;11.5;5.0
42.5;43.5;28.5;22.5;62.5;7.5;27.5;276.5;39.5;24.5;11.5;6.0
59.5;14.5;56.5;26.5;69.5;5.5;15.5;316.5;37.5;27.5;13.5;5.0
31.5;29.5;16.5;30.5;52.5;21.5;39.5;194.5;44.5;21.5;26.5;6.0
56.5;110.5;24.5;34.5;69.5;11.5;82.5;349.5;55.5;28.5;36.5;4.0
34.5;21.5;23.5;12.5;38.5;46.5;97.5;194.5;39.5;22.5;13.5;5.0
42.5;97.5;2.5;5.5;30.5;24.5;29.5;130.5;39.5;19.5;17.5;5.0
51.5;104.5;30.5;21.5;51.5;30.5;110.5;288.5;36.5;17.5;12.5;5.0
50.5;105.5;29.5;19.5;49.5;31.5;110.5;284.5;36.5;17.5;12.5;5.0
32.5;109.5;14.5;17.5;91.5;7.5;19.5;194.5;47.5;29.5;23.5;7.0
44.5;15.5;37.5;12.5;32.5;25.5;53.5;237.5;30.5;85.5;24.5;6.0
54.5;43.5;47.5;19.5;36.5;16.5;36.5;321.5;51.5;26.5;12.5;5.0
50.5;50.5;46.5;19.5;36.5;21.5;64.5;323.5;58.5;27.5;13.5;5.0
54.5;43.5;47.5;19.5;36.5;16.5;36.5;321.5;51.5;26.5;12.5;5.0
50.5;50.5;46.5;19.5;36.5;21.5;64.5;323.5;58.5;27.5;13.5;5.0
54.5;43.5;47.5;19.5;36.5;16.5;36.5;321.5;51.5;26.5;12.5;5.0
33.5;59.5;12.5;63.5;76.5;5.5;7.5;305.5;49.5;33.5;22.5;7.0
28.5;64.5;7.5;36.5;71.5;6.5;16.5;251.5;52.5;27.5;22.5;5.0
38.5;98.5;3.5;17.5;35.5;5.5;10.5;218.5;44.5;22.5;33.5;4.0
42.5;37.5;32.5;27.5;31.5;10.5;24.5;194.5;45.5;31.5;35.5;7.0
22.5;31.5;29.5;72.5;33.5;24.5;110.5;92.5;28.5;21.5;36.5;6.0
62.5;32.5;41.5;17.5;70.5;8.5;28.5;311.5;5.5;14.5;16.5;5.0
53.5;104.5;27.5;22.5;68.5;35.5;112.5;349.5;53.5;31.5;35.5;5.0
265.5;22.5;67.5;71.5;61.5;22.5;67.5;276.5;10.5;48.5;62.5;5.0
49.5;19.5;61.5;27.5;44.5;9.5;26.5;276.5;24.5;18.5;43.5;6.0
41.5;36.5;49.5;21.5;39.5;7.5;25.5;288.5;20.5;10.5;13.5;5.0
52.5;45.5;19.5;28.5;52.5;20.5;49.5;346.5;26.5;25.5;12.5;5.0
62.5;32.5;41.5;17.5;70.5;8.5;28.5;311.5;5.5;14.5;16.5;5.0
75.5;39.5;61.5;5.5;38.5;23.5;38.5;292.5;6.5;32.5;26.5;7.0
27.5;41.5;9.5;5.5;39.5;5.5;16.5;258.5;44.5;45.5;16.5;6.0
26.5;97.5;4.5;47.5;61.5;5.5;9.5;237.5;53.5;21.5;33.5;4.0
27.5;41.5;9.5;5.5;39.5;5.5;16.5;258.5;44.5;45.5;16.5;6.0
30.5;31.5;33.5;7.5;45.5;15.5;38.5;284.5;43.5;28.5;6.5;5.0
27.5;47.5;8.5;7.5;41.5;9.5;23.5;251.5;48.5;34.5;16.5;6.0
56.5;14.5;48.5;11.5;15.5;5.5;9.5;266.5;16.5;43.5;23.5;6.0
76.5;28.5;54.5;13.5;57.5;15.5;50.5;337.5;15.5;30.5;23.5;5.0
49.5;50.5;16.5;13.5;49.5;25.5;44.5;294.5;26.5;20.5;17.5;5.0
38.5;38.5;38.5;11.5;111.5;6.5;12.5;292.5;30.5;24.5;13.5;6.0
68.5;20.5;47.5;13.5;47.5;6.5;11.5;316.5;8.5;30.5;9.5;6.0
55.5;76.5;45.5;19.5;24.5;15.5;27.5;211.5;27.5;21.5;33.5;5.0
68.5;20.5;47.5;13.5;47.5;6.5;11.5;316.5;8.5;30.5;9.5;6.0
24.5;28.5;26.5;22.5;48.5;30.5;41.5;162.5;38.5;22.5;21.5;5.0
37.5;76.5;23.5;9.5;39.5;5.5;9.5;224.5;32.5;16.5;13.5;5.0
53.5;126.5;36.5;13.5;44.5;32.5;111.5;292.5;27.5;17.5;13.5;5.0
37.5;76.5;23.5;9.5;39.5;5.5;9.5;224.5;32.5;16.5;13.5;5.0
63.5;28.5;43.5;17.5;49.5;7.5;13.5;305.5;20.5;31.5;11.5;6.0
48.5;29.5;41.5;17.5;29.5;12.5;27.5;305.5;38.5;29.5;23.5;5.0
63.5;28.5;43.5;17.5;49.5;7.5;13.5;305.5;20.5;31.5;11.5;6.0
41.5;90.5;13.5;19.5;49.5;12.5;27.5;288.5;52.5;12.5;19.5;5.0
38.5;86.5;12.5;24.5;46.5;45.5;83.5;301.5;60.5;17.5;21.5;5.0
63.5;12.5;47.5;33.5;25.5;20.5;45.5;251.5;25.5;18.5;16.5;5.0
87.5;32.5;60.5;12.5;35.5;15.5;36.5;346.5;18.5;13.5;6.5;5.0
35.5;34.5;25.5;17.5;59.5;16.5;25.5;180.5;33.5;13.5;23.5;6.0
40.5;35.5;33.5;18.5;43.5;32.5;54.5;292.5;45.5;18.5;18.5;5.0
36.5;86.5;25.5;24.5;24.5;5.5;11.5;237.5;49.5;20.5;36.5;5.0
53.5;116.5;34.5;19.5;43.5;35.5;112.5;292.5;37.5;12.5;12.5;5.0
36.5;86.5;25.5;24.5;24.5;5.5;11.5;237.5;49.5;20.5;36.5;5.0
26.5;61.5;20.5;11.5;35.5;13.5;36.5;237.5;56.5;24.5;8.5;5.0
46.5;59.5;25.5;31.5;60.5;13.5;34.5;336.5;40.5;23.5;17.5;5.0
32.5;62.5;6.5;7.5;5.5;4.5;5.5;180.5;52.5;11.5;12.5;5.0
36.5;25.5;50.5;11.5;98.5;5.5;13.5;276.5;42.5;69.5;12.5;5.0
29.5;125.5;2.5;45.5;62.5;5.5;10.5;211.5;75.5;18.5;29.5;3.0
47.5;110.5;26.5;24.5;52.5;12.5;89.5;336.5;60.5;18.5;18.5;5.0
41.5;38.5;53.5;13.5;124.5;16.5;58.5;288.5;15.5;80.5;6.5;5.0
45.5;37.5;34.5;27.5;49.5;21.5;108.5;305.5;44.5;26.5;12.5;5.0
45.5;36.5;33.5;26.5;49.5;24.5;108.5;305.5;43.5;25.5;12.5;5.0
6.5;36.5;4.5;4.5;3.5;18.5;40.5;11.5;85.5;26.5;51.5;6.0
25.5;61.5;4.5;15.5;31.5;8.5;21.5;251.5;59.5;31.5;13.5;6.0
25.5;61.5;4.5;15.5;31.5;8.5;21.5;251.5;59.5;31.5;13.5;6.0
49.5;54.5;30.5;32.5;52.5;18.5;68.5;339.5;43.5;17.5;17.5;5.0
73.5;25.5;57.5;15.5;36.5;5.5;15.5;311.5;23.5;26.5;31.5;6.0
61.5;119.5;45.5;28.5;41.5;26.5;84.5;305.5;20.5;21.5;22.5;6.0
25.5;61.5;4.5;15.5;31.5;8.5;21.5;251.5;59.5;31.5;13.5;6.0
25.5;59.5;4.5;15.5;32.5;9.5;19.5;237.5;59.5;31.5;12.5;6.0
30.5;25.5;50.5;24.5;38.5;22.5;80.5;251.5;44.5;34.5;16.5;4.0
46.5;83.5;6.5;7.5;43.5;4.5;10.5;292.5;41.5;18.5;17.5;4.0
39.5;121.5;17.5;63.5;38.5;11.5;50.5;319.5;49.5;13.5;19.5;5.0
25.5;86.5;10.5;13.5;58.5;10.5;15.5;143.5;52.5;11.5;21.5;5.0
29.5;38.5;21.5;30.5;42.5;16.5;33.5;211.5;49.5;15.5;26.5;5.0
33.5;44.5;14.5;22.5;33.5;11.5;31.5;168.5;46.5;25.5;39.5;6.0
52.5;17.5;49.5;7.5;27.5;13.5;29.5;301.5;39.5;30.5;21.5;6.0
61.5;120.5;45.5;27.5;45.5;21.5;80.5;308.5;18.5;21.5;22.5;5.0
44.5;47.5;36.5;30.5;58.5;16.5;104.5;336.5;50.5;25.5;13.5;5.0
42.5;68.5;2.5;32.5;49.5;13.5;29.5;323.5;48.5;9.5;12.5;5.0
35.5;32.5;38.5;19.5;40.5;10.5;44.5;276.5;46.5;10.5;12.5;5.0
54.5;78.5;30.5;24.5;43.5;21.5;73.5;292.5;40.5;15.5;18.5;5.0
27.5;38.5;20.5;26.5;34.5;13.5;30.5;218.5;41.5;12.5;9.5;6.0
35.5;32.5;38.5;19.5;40.5;10.5;44.5;276.5;46.5;10.5;12.5;5.0
31.5;35.5;13.5;24.5;44.5;12.5;45.5;224.5;33.5;21.5;21.5;5.0
39.5;46.5;6.5;13.5;47.5;10.5;18.5;276.5;34.5;8.5;16.5;5.0
26.5;62.5;2.5;41.5;51.5;17.5;41.5;276.5;58.5;18.5;13.5;5.0
39.5;46.5;6.5;13.5;47.5;10.5;18.5;276.5;34.5;8.5;16.5;5.0
44.5;37.5;26.5;28.5;59.5;35.5;101.5;297.5;22.5;17.5;9.5;5.0
31.5;31.5;10.5;26.5;49.5;15.5;44.5;224.5;33.5;23.5;21.5;5.0
26.5;17.5;32.5;17.5;18.5;36.5;108.5;203.5;8.5;88.5;13.5;5.0
30.5;124.5;12.5;31.5;51.5;5.5;8.5;155.5;66.5;24.5;35.5;4.0
45.5;62.5;19.5;30.5;42.5;5.5;9.5;276.5;41.5;19.5;25.5;5.0
36.5;74.5;11.5;27.5;49.5;18.5;45.5;329.5;55.5;36.5;34.5;6.0
19.5;47.5;4.5;11.5;32.5;4.5;7.5;237.5;58.5;32.5;13.5;5.0
19.5;47.5;4.5;11.5;32.5;4.5;7.5;237.5;58.5;32.5;13.5;5.0
19.5;102.5;5.5;32.5;36.5;27.5;54.5;103.5;73.5;13.5;50.5;6.0
50.5;45.5;68.5;19.5;121.5;12.5;33.5;297.5;29.5;31.5;16.5;5.0
44.5;103.5;15.5;35.5;53.5;4.5;10.5;329.5;56.5;16.5;38.5;5.0
28.5;96.5;5.5;15.5;57.5;10.5;15.5;211.5;51.5;11.5;16.5;5.0
25.5;34.5;36.5;26.5;47.5;16.5;68.5;292.5;67.5;24.5;13.5;5.0
32.5;46.5;22.5;13.5;40.5;9.5;35.5;314.5;60.5;26.5;11.5;5.0
32.5;114.5;12.5;15.5;75.5;11.5;18.5;187.5;38.5;14.5;13.5;5.0
32.5;114.5;12.5;15.5;75.5;11.5;18.5;187.5;38.5;14.5;13.5;5.0
37.5;50.5;2.5;22.5;58.5;19.5;54.5;342.5;62.5;29.5;11.5;6.0
45.5;35.5;25.5;27.5;57.5;28.5;99.5;301.5;22.5;20.5;9.5;5.0
45.5;68.5;2.5;21.5;53.5;19.5;34.5;319.5;47.5;24.5;11.5;5.0
38.5;82.5;31.5;44.5;40.5;12.5;12.5;203.5;57.5;32.5;38.5;6.0
47.5;42.5;26.5;24.5;43.5;28.5;109.5;288.5;33.5;21.5;13.5;5.0
20.5;54.5;2.5;12.5;30.5;9.5;14.5;251.5;58.5;29.5;9.5;5.0
71.5;29.5;60.5;27.5;61.5;25.5;96.5;343.5;25.5;17.5;21.5;5.0
66.5;26.5;56.5;26.5;60.5;21.5;96.5;339.5;25.5;15.5;13.5;5.0
28.5;40.5;20.5;15.5;35.5;12.5;24.5;279.5;64.5;37.5;13.5;6.0
37.5;20.5;40.5;22.5;45.5;12.5;53.5;284.5;42.5;11.5;6.5;6.0
41.5;19.5;42.5;24.5;48.5;16.5;64.5;285.5;42.5;12.5;12.5;5.0
27.5;39.5;20.5;15.5;36.5;12.5;27.5;277.5;64.5;36.5;16.5;6.0
28.5;40.5;20.5;15.5;35.5;12.5;24.5;279.5;64.5;37.5;13.5;6.0
38.5;61.5;12.5;28.5;54.5;17.5;36.5;293.5;41.5;19.5;13.5;5.0
38.5;61.5;12.5;28.5;54.5;17.5;36.5;293.5;41.5;19.5;13.5;5.0
31.5;43.5;15.5;22.5;62.5;24.5;62.5;286.5;51.5;25.5;12.5;5.0
38.5;61.5;12.5;28.5;54.5;17.5;36.5;293.5;41.5;19.5;13.5;5.0
33.5;37.5;70.5;9.5;123.5;14.5;28.5;208.5;21.5;70.5;8.5;6.0
33.5;108.5;9.5;12.5;23.5;22.5;43.5;119.5;63.5;7.5;29.5;6.0
18.5;116.5;3.5;13.5;22.5;15.5;29.5;94.5;72.5;10.5;35.5;6.0
36.5;102.5;2.5;17.5;49.5;10.5;27.5;208.5;37.5;14.5;18.5;5.0
36.5;102.5;2.5;17.5;49.5;10.5;27.5;208.5;37.5;14.5;18.5;5.0
43.5;31.5;23.5;22.5;57.5;33.5;84.5;298.5;31.5;16.5;9.5;5.0
45.5;48.5;27.5;27.5;40.5;9.5;99.5;283.5;35.5;21.5;17.5;5.0
48.5;62.5;28.5;13.5;61.5;5.5;31.5;264.5;37.5;6.5;16.5;5.0
43.5;70.5;2.5;9.5;34.5;8.5;15.5;238.5;43.5;17.5;21.5;6.0
48.5;62.5;28.5;13.5;61.5;5.5;31.5;264.5;37.5;6.5;16.5;5.0
46.5;66.5;13.5;27.5;58.5;11.5;40.5;317.5;43.5;19.5;13.5;6.0
47.5;64.5;12.5;30.5;56.5;12.5;44.5;317.5;43.5;18.5;13.5;6.0
43.5;50.5;20.5;28.5;54.5;12.5;70.5;264.5;26.5;18.5;12.5;5.0
30.5;51.5;34.5;26.5;67.5;13.5;93.5;328.5;57.5;26.5;13.5;5.0
26.5;50.5;4.5;19.5;47.5;24.5;90.5;268.5;67.5;17.5;17.5;6.0
34.5;74.5;3.5;12.5;41.5;7.5;28.5;217.5;51.5;18.5;16.5;5.0
26.5;50.5;4.5;19.5;47.5;24.5;90.5;268.5;67.5;17.5;17.5;6.0
49.5;67.5;28.5;21.5;47.5;23.5;110.5;284.5;40.5;19.5;12.5;5.0
50.5;47.5;29.5;19.5;47.5;23.5;110.5;285.5;39.5;19.5;12.5;5.0
34.5;28.5;31.5;11.5;98.5;2.5;40.5;258.5;42.5;56.5;13.5;6.0
34.5;28.5;32.5;11.5;98.5;3.5;41.5;255.5;43.5;55.5;13.5;6.0
27.5;117.5;2.5;30.5;66.5;7.5;12.5;159.5;55.5;10.5;21.5;5.0
24.5;83.5;20.5;21.5;114.5;6.5;44.5;175.5;52.5;24.5;24.5;6.0
24.5;58.5;19.5;21.5;113.5;6.5;14.5;174.5;52.5;23.5;24.5;6.0
38.5;32.5;32.5;34.5;44.5;7.5;30.5;288.5;48.5;25.5;26.5;5.0
26.5;41.5;5.5;24.5;41.5;21.5;88.5;269.5;62.5;24.5;18.5;5.0
25.5;47.5;2.5;13.5;106.5;12.5;41.5;222.5;43.5;24.5;12.5;6.0
20.5;35.5;16.5;21.5;75.5;9.5;33.5;259.5;76.5;29.5;18.5;5.0
45.5;93.5;7.5;21.5;46.5;26.5;92.5;295.5;48.5;17.5;21.5;5.0
20.5;35.5;16.5;21.5;75.5;9.5;33.5;259.5;76.5;29.5;18.5;5.0
26.5;50.5;3.5;22.5;42.5;20.5;81.5;270.5;67.5;23.5;18.5;5.0
54.5;21.5;43.5;19.5;48.5;11.5;57.5;297.5;33.5;14.5;13.5;5.0
54.5;21.5;43.5;19.5;48.5;11.5;57.5;297.5;33.5;14.5;13.5;5.0
55.5;46.5;26.5;17.5;44.5;19.5;54.5;321.5;30.5;20.5;22.5;6.0
55.5;46.5;26.5;17.5;44.5;19.5;54.5;321.5;30.5;20.5;22.5;6.0
41.5;57.5;19.5;28.5;64.5;21.5;107.5;292.5;21.5;16.5;11.5;5.0
29.5;24.5;45.5;24.5;47.5;18.5;78.5;243.5;45.5;32.5;17.5;6.0
43.5;59.5;19.5;28.5;49.5;25.5;108.5;297.5;35.5;18.5;16.5;5.0
26.5;53.5;4.5;22.5;46.5;17.5;83.5;269.5;60.5;24.5;17.5;6.0
